,job_title,company,location,salary,summary,url,easily_apply?
54,Account Manager,ConvergeOne,Los Angeles,N/A,"Develop and execute account strategy.
ConvergeOne is the foremost, single-source provider of advanced communications and data technology for business.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=851f2053d2bd3f36&fccid=afb0518db8f86828&vjs=3",False
53,"Manager, Licensing HL (PH)","Disney Parks, Experiences and Products",Los Angeles,N/A,"Liaises with international team on product strategy for global contracts.
Develop strategies and business plans by retailer, brand and property.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=156a50da754efd28&fccid=6908893b5c7af08c&vjs=3",False
52,"Research Manager, Twitter Experience",Twitter,Los Angeles,N/A,"Lead the discovery of insights to drive strategy in the customer experience space.
Ability to build collaborative relationships remotely and cross-functionally…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=e5d4b717385a66c4&fccid=7a3824693ee1074b&vjs=3",False
51,Strategic Finance Manager,Avaline,Los Angeles,N/A,"Experience working in a finance, operations, or strategy role in a company selling physical products is highly preferred.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=ebeceaea8f7273c5&fccid=8aa78d9359a0542e&vjs=3",False
50,"Operational Program Manager, Strategy and Governance",Blue Shield of California,Los Angeles,N/A,Execute analysis to provide quantitative and qualitative insights long-term strategy strategies and to ensure QI programs and initiatives align to business line…,"https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=f72d0fbb1ea88b4b&fccid=104dac531ec80260&vjs=3",False
49,Product Manager II,Time Warner,Los Angeles,N/A,"This will be done by executing against the eCommerce product vision and strategy, ideating and building acquisition-focused content and landing pages using CMS…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=ca293353d6530ceb&fccid=1220ad3971071315&vjs=3",False
48,"Product Manager, Growth",CBS Interactive,Los Angeles,N/A,"Partner with our marketing team to build and test our strategy for push notification and messaging.
JOB TYPE: Full-Time Staff.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=97769fca5ca361f6&fccid=5b47cb6dc9bd7f35&vjs=3",False
47,"High Tech Strategy Manager, West",Accenture,Los Angeles,N/A,"Minimum of 4 years’ experience advising clients on competitive agility, cost transformation, cloud, growth strategy, or customer engagement strategies.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=eebe8e4ab335d5a5&fccid=a4e4e2eaf26690c9&vjs=3",False
46,Technology Strategy Manager,Accenture,Los Angeles,N/A,"Advising clients on data-driven technology strategies to achieve their strategic, financial, and operational goals.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=18ca83466629cace&fccid=a4e4e2eaf26690c9&vjs=3",False
45,"Product Manager, Ad Formats",Viacom,Los Angeles,N/A,"Product Planning: Define and lead the product goals, strategies, and roadmap plans for Ad Formats and ensure their prioritization on the all-up Revenue Product…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=0bc62cd083a31b34&fccid=30cb52ad6dd37131&vjs=3",False
61,Project Manager,Optum,Los Angeles,N/A,"This position manages the initiation, planning, execution (including managing and controlling) and closing of moderately complex IT projects with budgets.","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=b582e4e41bc82c92&fccid=3c38342724c75954&vjs=3",False
62,Design Program Manager,Endpoint Closing,Los Angeles,N/A,"5+ years in a project/program manager, design operations, or scrum master role.
Collaborate with a cross-functional team of product managers, engineers, and…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=58928cf0a10c40a0&fccid=27cdb3878c8d2d22&vjs=3",False
60,"Product Manager, Growth",CBS Interactive,Los Angeles,N/A,"Partner with our marketing team to build and test our strategy for push notification and messaging.
JOB TYPE: Full-Time Staff.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=97769fca5ca361f6&fccid=5b47cb6dc9bd7f35&vjs=3",False
62,"Manager, Client Development Operations - Traditional","BEN Group, Inc",Los Angeles,N/A,"BEN is seeking a Client Development Operations Manager on the Product Placement team, to play an important role on Influencer Client Development team.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=5a4f05409dc99bbe&fccid=22f7723149a6108e&vjs=3",False
138,"Manager, Laboratory Operation",Covance by Labcorp,Los Angeles,N/A,"Manages all day to day production operations of the local Anatomic Pathology & Histology department.
Converts volume forecasts into specific personnel resource…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/rc/clk?jk=25763fd35d0f54ce&fccid=9edb3047f5e779c8&vjs=3",False
59,Machine Learning Platform Manager,Motional,Los Angeles,N/A,"We provide essential tools and frameworks to support the entire lifecycle of machine learning, from data processing, large scale training and evaluation…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=7459a5668ddd1df7&fccid=86e1d3bf79028267&vjs=3",False
81,Council Program Manager II,Snapchat,Los Angeles,N/A,"Oversee external Council Trainings by managing annual timeline and assist with strategy for Community Councils, Council Trainings and Council Cohort Program.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=9d1908eeda8ce052&fccid=f368300325e8e8bc&vjs=3",False
80,Product Manager,Emburse,Los Angeles,N/A,"Collaborate on building business cases, defining product vision and strategy.
As a PM focused on our Invoice solutions, you’ll collaborate closely with our…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=b8ecafc9a14fdaad&fccid=2395dfa3326e983c&vjs=3",False
79,"Manager, Account Management",Snapchat,Los Angeles,N/A,"Identify and proliferate category and/or vertical trends; guiding KPI-driven measurement strategies, identifying performance trends, optimizing campaigns to…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=21c7a5afe9911511&fccid=f368300325e8e8bc&vjs=3",False
78,Account Manager,ConvergeOne,Los Angeles,N/A,"Develop and execute account strategy.
ConvergeOne is the foremost, single-source provider of advanced communications and data technology for business.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=851f2053d2bd3f36&fccid=afb0518db8f86828&vjs=3",False
77,"Manager, Licensing HL (PH)","Disney Parks, Experiences and Products",Los Angeles,N/A,"Liaises with international team on product strategy for global contracts.
Develop strategies and business plans by retailer, brand and property.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=156a50da754efd28&fccid=6908893b5c7af08c&vjs=3",False
76,"Research Manager, Twitter Experience",Twitter,Los Angeles,N/A,"Lead the discovery of insights to drive strategy in the customer experience space.
Ability to build collaborative relationships remotely and cross-functionally…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=e5d4b717385a66c4&fccid=7a3824693ee1074b&vjs=3",False
75,"Manager, Information Technology",L.A. Care Health Plan,Los Angeles,N/A,"Strategies by managing staff; researching and implementing technological strategic solutions.
Directs technological research by studying organization goals,…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=4437b71cf729e749&fccid=d43486ebfbb771d1&vjs=3",False
74,Strategic Finance Manager,Avaline,Los Angeles,N/A,"Experience working in a finance, operations, or strategy role in a company selling physical products is highly preferred.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=ebeceaea8f7273c5&fccid=8aa78d9359a0542e&vjs=3",False
73,"Operational Program Manager, Strategy and Governance",Blue Shield of California,Los Angeles,N/A,Execute analysis to provide quantitative and qualitative insights long-term strategy strategies and to ensure QI programs and initiatives align to business line…,"https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=f72d0fbb1ea88b4b&fccid=104dac531ec80260&vjs=3",False
72,Editorial Manager,Qool Media Holdings,Los Angeles,N/A,"Research and develop ideas across topics and verticals, review and optimize your individual creative strategy, and create original content on a daily, weekly,…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=aaba4a77fdfa1abc&fccid=585d6a948fef2fbc&vjs=3",False
71,Product Manager II,Time Warner,Los Angeles,N/A,"This will be done by executing against the eCommerce product vision and strategy, ideating and building acquisition-focused content and landing pages using CMS…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=ca293353d6530ceb&fccid=1220ad3971071315&vjs=3",False
70,"Global Go-to-Market & Operations Manager, YouTube Creator Marketing",YouTube,Los Angeles,N/A,Demonstrated ability to translate audience learnings and big picture expertise into actionable insights that shape cutting-edge GTM strategies.,"https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=d6e5be67c79ffae4&fccid=a9021c35fcef6968&vjs=3",False
27,"Associate Communications Manager, Technology & Operations",Warner Bros. Entertainment Group,Los Angeles,N/A,"This Associate Manager's primary focus is in developing, supporting and executing against strategic communications plans for the WarnerMedia Technology &…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/rc/clk?jk=8e3d0c5dec448ca2&fccid=30cc7a5451d4ee77&vjs=3",False
67,"Manager, Licensing HL (PH)","Disney Parks, Experiences and Products",Los Angeles,N/A,"Liaises with international team on product strategy for global contracts.
Develop strategies and business plans by retailer, brand and property.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=156a50da754efd28&fccid=6908893b5c7af08c&vjs=3",False
58,Clinical Program Coordinator - BMT Quality Assurance (Registered Nurse),Cedars-Sinai,Los Angeles,N/A,"Current, unrestricted California RN License required.
ONS Oncology Certified Nurse certification preferred.
BLS from the American Heart Association or American…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=fd98a915b7f3dbb4&fccid=22d99361dca0507f&vjs=3",False
65,Camera Communications Manager,Snapchat,Los Angeles,N/A,Help manage proactive communications strategy for our Camera and Augmented Reality efforts that amplify Snap’s messaging and build upon our reputation for…,"https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=b50f5ce7dfb75b2f&fccid=f368300325e8e8bc&vjs=3",False
64,Life Sciences R&D Strategy Manager,Accenture,Los Angeles,N/A,Minimum of 3 years consulting experience at a strategy consulting firm or equivalent internal consulting experience.,"https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=fa6dfc60b1077127&fccid=a4e4e2eaf26690c9&vjs=3",False
63,"Program Manager, Growth: Facebook Reality Labs Creative",Facebook,Los Angeles,N/A,This person must have proven experience managing agency partners as well as experience building out scalable and measurable programs.,"https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=8adee922d566b293&fccid=1639254ea84748b5&vjs=3",False
41,"Product Manager, CMS Automation",Time Warner,Los Angeles,N/A,"The Product Manager, CMS Automation is responsible for developing a robust, modern feature set for HBO Max’s primary content management and editorial systems.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=2fd838013b722528&fccid=1220ad3971071315&vjs=3",False
40,Executive Director,Honors Pathway,Los Angeles,N/A,Develop and implement creative strategies for assisting students with unique needs across a wide range of college preparedness.,"https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=9034b29ded7ea1de&fccid=83f067c3aa34a8d9&vjs=3",False
39,DEPARTMENTAL PUBLIC AFFAIRS MANAGER,Los Angeles County Department of Human Resources,Los Angeles,"$126,175 - $196,227 a year","Four years of highly responsible administrative experience performing functions related to the development, administration, and evaluation of comprehensive…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=d7b4a355d6212ea8&fccid=b01534e05b04aabf&vjs=3",False
16,Development Manager (Star Wars Team),Electronic Arts,Los Angeles,N/A,"You will work with the QV leadership team to contribute to short and medium term QV strategy.
Respawn Entertainment is a AAA video game development studio that…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/rc/clk?jk=8df742dae31011cf&fccid=617d7f961cfcf54a&vjs=3",False
69,"Director, Marketing Project Management",Time Warner,Los Angeles,N/A,"The ideal candidate must be a strong communicator, love the act of planning and organization, and enjoy working inside a flexible team-oriented environment.","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=60/rc/clk?jk=0e060da152966fa4&fccid=1220ad3971071315&vjs=3",False
14,Account Manager,160over90,Los Angeles,N/A,"Develop presentations and client materials to support Activation strategy and implementation.
Lead the management, planning, coordination, and execution of the…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/rc/clk?jk=7e334458e3723e99&fccid=9228d043d3c647f0&vjs=3",False
12,"Manager, Games Partnerships",Snapchat,Los Angeles,N/A,"Project management experience, with experience designing and leading strategy collaborating with cross-functional stakeholders.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/rc/clk?jk=57a18c03d1796e8d&fccid=f368300325e8e8bc&vjs=3",False
11,Branch Manager,East West Bank,Los Angeles,N/A,"The BM manages the branch using effective strategies to make sure that annual branch goals are met.
Ability to effectively present information and respond to…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/rc/clk?jk=3995bb66ee20bd42&fccid=6d3b3db8f9b2d20f&vjs=3",False
10,Customer Success Manager,Headspace,Los Angeles,N/A,"This critical function is responsible for onboarding new customers by engaging teams from launch, driving ongoing adoption and engagement strategies.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/rc/clk?jk=4cf839f8fa185849&fccid=50601aada19e47d3&vjs=3",False
